,img_id_A,img_id_B,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
287,1386a,1551c,0,1,1,1,0,2,2,0,3,2,2,4,1,3,2,2,3,2,2
288,0873a,0873b,1,2,2,0,2,2,2,3,0,2,3,0,2,3,0,2,0,3,2
289,1149c,1282c,0,1,1,1,3,2,1,3,3,2,1,1,2,3,2,2,1,2,2
290,1230a,1230b,1,0,1,1,0,2,2,0,3,2,1,1,0,3,2,2,1,3,2
291,1494a,1494b,1,1,0,1,1,2,2,0,1,2,2,1,1,0,2,1,1,4,2
292,0411c,1255c,0,2,1,1,3,2,1,0,4,2,2,1,1,0,1,2,0,2,2
293,0923a,0923c,1,2,1,1,1,1,2,0,2,2,1,1,1,2,2,3,0,4,2
294,1121b,1121c,1,2,1,1,0,2,2,0,3,2,1,1,1,0,2,2,0,1,2
295,0525a,0525b,1,1,2,1,3,2,1,1,1,1,2,3,0,0,2,2,0,3,2
296,1335a,1335c,1,2,1,1,0,2,3,0,1,2,2,1,1,3,2,2,2,1,1
297,1494c,0549c,0,3,4,1,3,2,3,3,3,2,3,1,1,3,3,3,3,4,2
298,1303a,1485c,0,3,4,1,0,0,2,0,4,2,3,4,1,3,2,3,1,3,2
299,1552a,1091c,0,3,0,1,1,2,2,1,1,2,2,4,0,2,2,2,0,2,2
300,0337a,0571c,0,2,1,1,3,2,2,3,2,1,1,0,1,1,0,1,0,1,1
301,1366a,1366c,1,3,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,1,1
302,0422b,0422c,1,2,4,1,0,2,2,0,3,2,2,0,1,0,2,2,0,3,2
303,0411c,0411a,1,2,1,1,3,2,1,0,4,2,3,1,1,0,2,1,1,4,2
304,1554a,1554b,1,2,1,1,2,2,1,0,1,2,2,1,1,1,2,2,1,1,1
305,0491a,1374b,0,2,1,1,1,2,1,0,2,1,1,1,1,0,2,2,2,2,1
306,0555b,0340b,0,1,1,1,0,1,2,0,2,2,1,4,1,1,2,1,0,3,2
307,0552a,1424c,0,2,1,1,0,2,2,1,2,1,1,1,1,3,2,2,1,1,1
308,0440b,0440a,1,2,1,1,2,0,2,1,0,1,2,0,0,2,2,2,0,4,2
309,0307a,0307b,1,2,0,1,3,2,2,0,4,2,3,0,1,0,2,2,1,2,2
310,1344a,1344c,1,1,1,1,0,2,3,0,3,2,3,1,1,3,2,2,1,4,2
311,0373a,0885c,0,3,0,1,0,0,2,0,2,2,2,1,1,0,1,3,0,0,2
312,1341a,1341b,1,0,2,1,0,2,2,0,2,2,2,4,1,0,2,3,0,2,2
313,1500a,1500b,1,3,4,1,4,2,3,1,3,2,0,2,1,0,0,2,2,2,1
314,1511b,1511c,1,0,1,0,2,2,2,0,2,2,1,1,0,1,0,3,1,0,1
315,1545a,0537a,0,0,1,1,0,2,2,1,2,2,3,1,1,3,2,2,2,1,2
316,0563a,0563c,1,1,1,1,1,0,2,0,2,1,1,4,1,1,0,3,0,2,2
317,0337a,1450b,0,2,1,1,3,2,2,3,2,1,2,2,1,3,2,3,0,3,2
318,1334c,0564a,0,3,4,1,3,2,3,1,2,2,2,1,1,0,2,3,3,2,1
319,0593a,1443c,0,3,1,1,0,2,2,3,0,2,0,1,1,1,2,1,1,2,1
320,1442a,1451a,0,3,2,1,0,2,2,0,1,2,1,4,1,3,2,2,0,4,2
321,1201b,1271a,0,2,0,1,0,2,3,0,4,2,1,1,1,2,0,1,1,4,1
322,1433a,1433c,1,2,2,1,0,2,2,1,0,2,1,4,1,0,2,2,1,0,2
323,1463a,1463b,1,2,1,1,0,2,2,1,1,1,3,1,1,3,2,1,0,1,2
324,0372b,1408b,0,1,1,1,3,1,2,1,2,2,1,1,0,1,0,3,0,2,1
325,1510b,1510c,1,1,1,1,0,2,2,1,0,2,2,1,1,1,2,2,0,3,2
326,0569c,0569b,1,1,1,1,0,2,2,3,3,2,0,0,1,2,2,1,1,1,2
327,0473a,0354c,0,1,2,1,0,0,2,1,1,2,1,0,0,1,0,1,3,2,2
328,1521c,1485b,0,0,1,1,2,2,2,1,0,2,0,1,1,3,2,1,1,2,1
329,1121a,1121b,1,2,1,1,3,2,2,0,1,2,2,1,1,0,2,2,0,3,2
330,1562b,0580b,0,1,2,1,0,0,2,0,2,2,1,1,0,2,2,2,3,3,2
331,0595c,0374a,0,3,1,1,3,2,3,3,4,2,2,2,0,0,2,1,3,3,2
332,1475a,0324c,0,1,1,0,0,2,2,1,2,2,1,1,0,4,2,2,0,3,2
333,1518c,1442b,0,2,1,1,0,2,1,0,1,2,2,2,1,3,2,2,1,4,2
334,0375a,1405b,0,3,0,1,3,2,2,0,4,2,1,1,1,0,0,2,1,1,1
335,0319a,0319c,1,2,4,1,0,2,3,1,2,2,2,0,0,0,2,2,0,2,2
336,1413a,1413c,1,2,1,1,1,2,3,0,1,2,1,4,1,3,2,2,1,2,2
337,1178a,1178b,1,3,4,1,3,0,2,0,3,2,3,0,1,3,2,2,3,1,2
338,0518a,0518c,1,2,1,1,0,0,2,2,1,1,3,4,1,1,2,3,0,4,2
339,1408a,1408b,1,3,1,0,3,2,1,0,3,2,1,1,0,1,0,3,0,2,1
340,0521a,1363c,0,2,1,1,1,2,1,3,0,2,0,1,0,1,0,2,0,1,1
341,1489b,1489c,1,2,1,1,3,2,2,1,2,2,2,4,1,0,2,2,1,1,2
342,1413a,1413b,1,2,1,1,1,2,3,0,1,2,0,1,1,0,2,1,0,2,2
343,0338a,1221c,0,2,4,1,0,2,3,0,1,2,2,1,1,0,2,0,0,3,2
344,1497c,0302b,0,2,0,1,3,2,2,3,4,2,2,2,2,4,3,3,3,4,2
345,0496e,1273a,0,2,1,0,1,2,3,0,2,2,1,2,1,0,0,2,1,0,2
346,1286b,1286c,1,3,4,1,0,2,3,0,4,2,2,1,1,1,2,1,3,3,2
347,1504c,1504a,1,0,1,1,0,2,1,0,2,1,1,0,1,1,2,1,3,0,2
348,1224c,1381a,0,1,0,1,1,2,1,1,2,2,1,4,0,1,2,2,0,1,2
349,1236c,0950b,0,1,1,1,1,2,3,0,1,2,1,0,1,3,0,1,0,3,2
350,1531b,0451b,0,2,1,1,3,2,1,1,3,2,2,1,1,3,0,2,1,2,1
351,0380a,1538c,0,1,4,1,3,2,2,3,1,2,0,2,1,0,2,1,1,0,2
352,1497a,1497c,1,0,4,1,0,2,2,1,3,2,2,0,1,3,2,2,3,4,2
353,1417b,0363a,0,3,4,1,0,2,3,0,3,2,0,0,1,1,2,2,1,1,2
354,0593b,0593c,1,3,4,1,0,2,2,3,3,2,1,1,1,1,2,3,0,0,1
355,1409a,1358c,0,3,4,1,3,0,2,0,4,2,3,4,1,1,2,3,1,1,2
356,1416a,1416c,1,1,1,1,3,2,1,0,4,2,1,4,1,3,2,3,1,4,2
357,1425c,0355a,0,1,4,1,1,2,1,0,1,2,3,2,1,3,2,3,0,3,2
358,1531b,0301a,0,2,1,1,3,2,1,1,3,2,1,0,1,0,2,2,1,4,2
359,0594a,1497a,0,3,2,1,0,2,2,1,4,2,0,4,1,0,2,2,1,3,2
360,1491a,1491c,1,3,1,1,0,2,2,1,3,2,1,1,1,1,2,2,1,0,2
361,1181c,0376c,0,2,2,1,0,0,3,0,4,2,2,1,0,0,3,2,2,3,2
362,0404c,0401b,0,0,2,1,3,2,2,0,4,2,2,0,2,3,2,3,3,2,2
363,1252a,1171b,0,3,1,1,3,2,3,0,3,2,2,4,1,3,2,1,1,3,2
364,0421a,0374a,0,3,2,1,3,2,3,3,3,2,2,2,0,0,2,1,3,3,2
365,1212a,1212c,1,2,1,1,0,0,2,2,2,1,2,0,1,0,0,2,2,2,1
366,1194a,1194b,1,3,1,1,1,2,1,1,2,1,2,4,0,1,2,2,0,1,2
367,0414a,0414b,1,3,2,1,0,2,2,0,2,2,1,1,1,0,2,1,1,1,2
368,0445a,0445c,1,2,2,1,0,0,2,0,3,2,2,4,1,3,0,2,0,4,2
369,1533b,1406b,0,1,0,1,0,2,3,0,4,2,1,0,0,1,0,2,2,2,2
370,0324b,0324a,1,0,1,1,3,0,2,1,1,1,0,2,1,0,1,2,1,3,2
371,1426b,0402b,0,2,1,1,0,2,1,0,4,2,3,4,1,3,2,2,1,2,2
372,1363b,1363c,1,0,1,1,1,0,2,0,2,1,0,1,0,1,0,2,0,1,1
373,0405b,0385c,0,1,0,1,4,0,2,0,1,2,2,2,1,0,1,2,2,1,2
374,1152b,1152c,1,2,1,1,1,2,3,0,3,2,0,0,1,1,2,1,1,1,1
375,0348a,0348c,1,3,0,1,0,2,1,0,4,2,3,1,0,2,2,2,3,3,2
376,1363a,1363c,1,0,0,1,1,2,3,2,3,2,0,1,0,1,0,2,0,1,1
377,0450c,1319c,0,1,1,0,0,0,1,0,1,1,1,0,1,0,2,0,1,4,2
378,1137a,1137b,1,1,1,1,0,2,1,0,1,2,3,1,1,3,2,1,0,0,2
379,0472b,0472a,1,2,1,1,0,2,1,1,2,2,3,1,1,3,2,3,0,0,2
380,1208b,1208c,1,1,0,1,0,2,1,0,1,1,0,1,1,0,2,1,3,2,2
381,0429b,0327a,0,1,1,1,3,2,3,1,4,2,3,1,1,1,2,0,0,4,2
382,0321a,0321b,1,2,1,1,3,2,1,1,2,1,3,2,1,3,2,2,1,4,2
383,1323a,1212c,0,2,0,1,1,2,3,2,3,2,2,0,1,0,0,2,2,2,1
384,1344a,1344b,1,1,1,1,0,2,3,0,3,2,3,4,1,3,2,2,0,2,2
385,0551c,0551a,1,3,2,1,0,0,2,0,2,2,2,1,1,1,2,0,1,3,2
386,1432a,1440c,0,2,4,1,0,2,1,0,1,2,2,4,1,1,2,3,0,2,2
387,0374c,1131b,0,2,1,1,3,2,2,3,0,2,2,0,1,1,2,2,0,3,2
388,1513b,1099a,0,2,0,1,3,2,3,0,2,2,2,1,1,3,0,2,2,3,2
389,0587a,1483c,0,1,1,1,2,2,2,2,0,2,1,1,1,1,0,1,0,1,1
390,1193a,0593c,0,1,4,1,3,2,3,1,1,2,1,1,1,1,2,3,0,0,1
391,1259a,1259b,1,1,4,0,0,2,3,1,3,2,1,0,1,3,2,1,2,2,1
392,1426b,1426a,1,2,1,1,0,2,1,0,4,2,2,0,1,1,2,2,1,2,1
393,1552a,1471c,0,3,0,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,2
394,1507b,1099c,0,1,0,1,1,2,2,3,0,2,2,4,0,2,2,2,0,3,2
395,1391a,1196c,0,3,4,1,3,2,3,0,3,2,1,1,1,1,2,3,3,3,2
396,0969a,1377c,0,2,2,1,1,2,2,1,2,1,2,1,0,2,2,3,0,3,2
397,1538a,0440c,0,1,1,1,3,2,3,1,2,1,3,4,1,0,2,1,0,4,2
398,0565a,0565b,1,2,1,1,3,2,2,1,1,2,2,1,1,0,2,2,1,3,2
399,0337a,1485a,0,2,1,1,3,2,2,3,2,1,3,4,1,0,2,2,2,2,2
400,1309b,0372a,0,2,2,1,3,2,2,0,0,2,1,1,1,3,2,1,0,1,1
401,1253c,0323c,0,2,0,0,2,2,2,0,0,2,1,0,1,1,0,1,0,0,1
402,1513b,1149c,0,2,0,1,3,2,3,0,2,2,1,1,1,3,2,1,3,3,2
403,1127a,0422c,0,1,1,1,3,2,2,1,3,2,2,0,1,0,2,2,0,3,2
404,1488a,1488b,1,1,1,1,0,2,3,0,0,2,2,2,1,0,0,2,1,1,1
405,0321b,1501c,0,3,2,1,3,2,2,1,4,2,0,1,1,0,0,2,1,2,1
406,1120b,1120c,1,1,1,1,0,2,2,0,2,2,2,1,1,0,2,2,0,0,2
407,1135b,0538a,0,3,1,1,0,2,3,1,1,2,2,1,0,3,2,2,1,4,2
408,0897c,1557a,0,2,4,1,3,2,3,1,3,2,2,1,2,3,3,2,0,1,2
409,1328a,1328c,1,3,1,1,2,2,3,0,0,2,1,1,1,3,2,2,2,1,1
410,1538a,1538b,1,1,1,1,3,2,3,1,2,1,2,2,1,3,0,2,0,1,1
411,1289a,1289b,1,2,1,1,0,2,3,0,3,2,1,4,1,3,2,2,0,2,2
412,0535a,0535b,1,2,4,1,1,2,2,2,1,1,0,0,1,2,2,2,1,4,2
413,0331b,0331a,1,3,1,1,0,2,2,0,0,2,3,1,0,0,2,2,3,2,2
414,1487a,1487c,1,2,1,1,3,2,3,0,2,2,3,1,1,3,0,1,0,0,1
415,1362a,1543a,0,3,1,1,3,2,2,0,0,2,3,1,1,0,2,2,0,4,2
416,0313c,1378a,0,0,1,1,3,2,2,1,1,1,3,4,1,3,2,3,0,0,2
417,0414a,1421b,0,3,2,1,0,2,2,0,2,2,3,1,1,3,2,2,2,2,1
418,1483a,1483b,1,2,1,1,3,2,3,0,3,2,3,4,1,0,2,2,0,1,2
419,1567c,0520a,0,2,4,1,4,2,2,0,2,2,2,4,1,0,2,1,3,3,2
420,0561a,0561b,1,2,1,1,3,2,1,0,1,2,3,1,1,3,2,2,0,4,2
421,1517c,1551c,0,3,0,1,0,2,2,1,4,2,2,4,1,3,2,2,3,2,2
422,1362b,1362c,1,2,1,1,3,2,2,0,4,2,3,0,1,0,2,2,0,2,2
423,1123b,1494c,0,0,2,1,0,2,2,1,1,2,3,4,1,3,2,3,3,3,2
424,1533b,1533a,1,1,0,1,0,2,3,0,4,2,3,3,0,3,2,2,0,3,2
425,1481a,1481b,1,3,1,1,1,2,2,0,3,2,2,1,1,1,2,2,1,0,2
426,1260a,0304a,0,0,1,1,1,2,2,0,4,2,2,1,1,1,2,0,1,2,2
427,1480c,1197b,0,0,0,1,1,2,2,1,2,2,0,0,1,4,2,3,0,4,2
428,1284a,1282b,0,2,1,1,0,2,2,1,4,2,2,2,1,3,2,2,0,2,2
429,0324b,0324c,1,0,1,1,3,0,2,1,1,1,1,1,0,4,2,2,0,3,2
430,0412b,0969b,0,3,4,1,3,2,2,3,0,2,2,0,1,1,2,1,1,2,1
431,0337b,0337c,1,3,4,1,3,2,2,3,4,2,3,4,1,1,2,1,1,3,2
432,0355a,0355b,1,3,2,1,3,2,3,0,3,2,1,4,1,0,0,2,1,1,1
433,1475a,1475c,1,1,1,0,0,2,2,1,2,2,3,1,1,3,0,1,3,4,2
434,0544b,0544c,1,2,1,1,3,2,3,0,0,2,1,4,1,3,2,2,2,0,1
435,0365b,0365c,1,2,1,1,3,0,2,0,2,1,0,4,0,3,0,1,1,2,1
436,1123c,1123b,1,3,4,1,3,2,2,1,4,2,0,2,1,0,2,2,1,1,2
437,1196b,1196c,1,0,2,1,0,2,2,1,2,1,1,1,1,1,2,3,3,3,2
438,1252b,1252c,1,2,2,1,3,2,2,1,1,2,1,2,1,0,2,2,1,1,1
439,0473a,0473c,1,1,2,1,0,0,2,1,1,2,1,1,1,3,2,3,2,4,1
440,1561b,0525c,0,0,0,1,0,2,2,2,1,1,1,1,1,2,2,1,2,1,1
441,0916a,0453c,0,1,1,1,0,0,2,2,1,1,1,1,1,2,0,1,1,2,1
442,1433a,1433b,1,2,2,1,0,2,2,1,0,2,3,1,1,3,0,2,0,1,2
443,1538c,0489b,0,0,2,1,0,2,1,1,0,2,1,0,1,0,2,3,3,4,2
444,1149c,1504a,0,1,1,1,3,2,1,3,3,2,1,0,1,1,2,1,3,0,2
445,1173c,0547c,0,1,2,1,3,0,2,0,2,2,1,2,1,3,2,1,2,1,1
446,0307a,0307c,1,2,0,1,3,2,2,0,4,2,1,1,1,1,2,2,2,3,2
447,0368b,0439a,0,3,0,1,3,0,2,1,2,2,3,1,2,4,2,2,3,2,2
448,0328b,0328a,1,0,2,1,1,2,3,0,3,2,3,1,0,2,2,3,0,2,2
449,0474b,1408a,0,2,1,1,3,2,3,3,3,2,3,1,0,3,2,1,0,3,2
450,0374b,0374c,1,1,4,1,3,2,2,0,1,2,2,1,1,3,2,2,3,0,2
451,0350b,1465c,0,2,1,1,3,2,1,1,4,2,1,2,0,2,2,2,0,2,2
452,1334a,1153b,0,3,1,1,0,2,3,0,2,2,0,4,1,3,2,2,1,2,2
453,1309a,1146a,0,0,1,1,0,2,2,0,2,2,0,4,1,0,2,2,1,0,2
454,1451c,1451b,1,0,0,1,0,2,2,0,0,2,3,1,1,3,2,3,3,3,2
455,0461a,0461b,1,3,1,1,3,0,2,0,0,2,2,1,1,0,2,2,2,0,1
456,0459b,1308c,0,2,0,1,0,2,3,1,3,2,0,1,2,4,2,2,0,3,2
457,0301a,0301c,1,1,0,1,0,2,2,1,4,2,3,1,1,4,0,2,0,1,2
458,1090c,1204b,0,0,0,1,3,2,2,0,1,2,2,1,1,3,1,3,0,4,2
459,1454a,0892a,0,2,4,1,3,2,2,1,1,2,1,0,1,1,2,3,0,0,2
460,0424a,0424c,1,1,2,1,3,2,2,0,1,2,2,1,1,0,2,2,3,3,2
461,1253a,1253b,1,3,0,1,0,2,2,3,2,2,0,1,1,1,2,1,1,1,1
462,0551c,0593c,0,3,2,1,0,0,2,0,2,2,1,1,1,1,2,3,0,0,1
463,1534b,1149b,0,1,1,1,3,2,2,1,1,2,2,4,1,3,2,2,1,0,2
464,0336a,0336c,1,1,2,1,3,2,2,1,3,2,3,2,1,2,2,2,0,1,1
465,0327c,0327b,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,2,0,3,2
466,1460a,1090c,0,2,1,1,1,0,2,0,0,2,0,0,1,3,2,2,0,1,2
467,1240b,0485b,0,1,1,1,1,0,1,0,3,2,2,1,1,0,1,1,0,2,2
468,0597b,1501c,0,2,4,1,3,2,3,0,3,2,0,1,1,0,0,2,1,2,1
469,0335a,0335c,1,1,1,1,2,2,2,1,0,2,3,1,1,0,2,1,1,3,2
470,1517a,1517b,1,2,1,1,1,2,2,0,2,2,1,1,1,3,2,2,0,3,2
471,1471b,1201a,0,1,0,1,0,2,2,0,4,2,0,1,1,0,2,2,2,3,2
472,1245c,1465b,0,1,0,1,3,2,2,1,4,2,0,1,1,1,2,1,1,2,2
473,1465b,1465c,1,0,1,1,1,2,1,1,2,2,1,2,0,2,2,2,0,2,2
474,0372b,1196a,0,1,1,1,3,1,2,1,2,2,0,1,1,3,2,2,2,1,1
475,0353a,0353c,1,2,1,1,3,1,2,0,2,2,1,2,1,1,2,3,0,1,2
476,1423a,0540a,0,3,1,1,1,2,2,2,1,1,3,3,1,1,2,3,0,3,2
477,1461a,1360c,0,1,0,1,1,2,0,0,1,2,0,1,1,2,1,2,1,1,1
478,0368c,1440b,0,3,1,0,2,2,3,2,2,2,0,4,0,2,0,2,0,4,1
479,1240b,1323a,0,1,1,1,1,0,1,0,3,2,2,0,1,1,2,3,2,3,2
480,0451b,0455c,0,2,1,1,3,0,2,1,2,1,3,1,1,3,3,1,3,1,2
481,1164c,0475a,0,3,1,1,3,2,3,0,2,2,0,1,1,2,2,2,1,4,2
482,1341a,0354b,0,0,2,1,0,2,2,0,2,2,3,1,1,0,2,3,1,4,2
483,1341a,1341c,1,0,2,1,0,2,2,0,2,2,2,1,1,2,2,2,1,4,2
484,1320a,1320c,1,1,1,1,3,2,1,0,3,2,2,2,1,0,2,2,0,3,2
485,0381b,0381c,1,3,1,1,0,2,3,0,4,2,1,4,1,3,2,3,0,2,2
486,0477a,0477b,1,2,1,1,1,2,1,0,0,2,2,1,1,1,2,3,0,2,2
487,1230a,1230c,1,0,1,1,0,2,2,0,3,2,2,4,1,3,2,2,0,2,2
488,0348a,0348b,1,3,0,1,0,2,1,0,4,2,1,1,1,1,0,1,0,2,1
489,0592b,0592c,1,1,2,1,1,2,2,0,2,2,1,2,1,1,2,3,0,3,2
490,0445c,1307b,0,2,4,1,3,0,2,0,4,2,3,4,1,0,2,3,1,1,2
491,1453a,1453b,1,1,1,1,3,2,2,0,4,2,3,1,1,3,2,2,1,2,2
492,1236a,1236b,1,3,0,1,3,2,2,0,3,2,3,4,1,0,2,2,1,0,2
493,0469a,0469b,1,2,3,1,1,2,2,3,4,2,3,2,1,2,0,2,1,1,1
494,1302a,1302c,1,2,1,1,3,2,2,0,0,2,2,1,1,3,2,2,0,3,2
495,1504b,1504a,1,3,1,1,3,1,2,0,4,2,1,0,1,1,2,1,3,0,2
496,1409c,1064c,0,0,2,1,0,0,2,1,2,1,1,4,1,1,0,2,2,1,1
497,0365a,1485c,0,0,2,1,0,2,2,0,1,2,3,4,1,3,2,3,1,3,2
498,1432a,0461b,0,2,4,1,0,2,1,0,1,2,2,1,1,0,2,2,2,0,1
499,1471b,1534a,0,1,0,1,0,2,2,0,4,2,2,1,1,1,2,3,1,3,2
500,0403c,0950b,0,1,0,0,0,2,2,0,3,2,1,0,1,3,0,1,0,3,2
501,0363c,0596a,0,1,1,1,0,2,2,3,0,2,2,0,1,3,2,2,1,3,2
502,0451a,0451c,1,2,1,1,0,2,1,0,0,2,1,0,1,1,2,2,0,2,1
503,0456b,0456c,1,0,1,1,1,2,2,0,1,1,2,2,1,0,2,3,0,3,2
504,1180b,0353a,0,1,1,1,0,2,2,1,1,1,2,1,1,3,1,2,0,2,2
505,0357b,0357c,1,2,1,0,0,0,2,2,3,2,0,2,1,1,0,2,0,1,1
506,1091b,0401b,0,1,1,1,0,2,2,2,1,1,2,0,2,3,2,3,3,2,2
507,1416b,1245c,0,2,0,1,0,2,2,1,2,2,1,0,1,3,2,2,1,4,2
508,0374b,0374a,1,1,4,1,3,2,2,0,1,2,2,2,0,0,2,1,3,3,2
509,1120a,1120c,1,2,1,1,3,2,2,0,2,2,2,1,1,0,2,2,0,0,2
510,0471a,0471b,1,1,4,1,1,2,3,0,1,2,0,0,1,0,1,2,0,2,2
511,1534c,1534a,1,3,1,1,0,2,1,0,3,2,2,1,1,1,2,3,1,3,2
512,0386a,0911c,0,1,2,1,0,0,2,3,0,2,2,4,2,3,2,3,3,2,2
513,0565a,1508b,0,2,1,1,3,2,2,1,1,2,1,1,1,0,2,1,1,0,1
514,1409b,0496e,0,1,1,1,3,2,3,3,1,2,2,1,0,1,2,3,0,2,2
515,1149c,0350c,0,1,1,1,3,2,1,3,3,2,2,0,1,0,1,1,0,2,2
516,1451c,0359b,0,0,0,1,0,2,2,0,0,2,3,2,1,0,2,2,3,0,2
517,1196a,1196b,1,0,1,1,3,2,2,2,1,1,0,2,1,0,2,2,1,2,1
518,1137b,1137c,1,3,1,1,3,2,1,0,0,2,2,2,1,3,2,2,0,3,2
519,1545a,1260c,0,0,1,1,0,2,2,1,2,2,3,2,1,0,2,2,1,1,2
520,1417c,1440c,0,1,1,1,3,2,2,1,2,1,2,4,1,1,2,3,0,2,2
521,1090c,1090a,1,0,0,1,3,2,2,0,1,2,2,0,1,1,2,1,0,1,1
522,1181b,1181c,1,2,1,0,2,2,1,1,0,2,2,2,1,0,0,3,0,4,2
523,1260a,1260c,1,0,1,1,1,2,2,0,4,2,3,2,1,0,2,2,1,1,2
524,1485a,1485c,1,3,4,1,0,2,2,2,2,2,3,4,1,3,2,3,1,3,2
525,0473a,0911c,0,1,2,1,0,0,2,1,1,2,2,4,2,3,2,3,3,2,2
526,1364b,0532c,0,3,1,1,3,2,2,1,1,2,2,2,1,3,2,3,0,2,2
527,1409a,1409c,1,3,4,1,3,0,2,0,4,2,0,2,1,0,0,2,1,2,1
528,0520a,0892c,0,2,4,1,0,2,1,3,3,2,3,2,0,2,2,2,1,0,2
529,0323c,0387b,0,1,0,1,1,0,1,0,0,1,2,2,0,1,0,1,0,2,1
530,1267a,0412b,0,2,1,1,0,2,2,2,2,1,3,4,1,3,2,2,3,0,2
531,0593a,0593c,1,3,1,1,0,2,2,3,0,2,1,1,1,1,2,3,0,0,1
532,1424a,1424b,1,3,4,1,0,2,2,1,2,2,3,1,1,0,0,2,0,0,2
533,0579a,1129b,0,1,0,1,3,2,2,0,1,2,3,1,1,0,2,2,1,4,1
534,1194a,1194c,1,3,1,1,1,2,1,1,2,1,2,1,2,1,2,2,0,3,2
535,1531a,1488b,0,2,0,1,0,2,3,0,3,2,2,2,1,0,0,2,1,1,1
536,0414a,0414c,1,3,2,1,0,2,2,0,2,2,0,1,1,0,2,2,1,3,2
537,0313c,0313b,1,0,1,1,3,2,2,1,1,1,2,1,0,2,2,2,0,0,2
538,1510a,0496c,0,1,1,1,0,2,1,0,3,2,3,4,1,3,2,2,0,1,2
539,0496d,0496a,1,2,1,1,1,2,2,0,1,1,3,4,1,0,2,3,1,2,2
540,0577b,0577c,1,2,1,0,3,2,2,1,2,2,1,1,1,1,2,3,0,0,2
541,1489c,0560c,0,2,4,1,0,2,2,1,1,2,1,1,1,0,2,1,1,0,2
542,0353b,0353c,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,3,0,1,2
543,1365a,1365b,1,3,4,1,3,2,1,0,3,2,0,4,1,3,2,2,1,0,2
544,1543b,1543c,1,2,1,1,2,2,2,1,0,2,1,1,1,1,2,2,0,2,1
545,1364b,1364c,1,3,1,1,3,2,2,1,1,2,2,2,1,0,2,2,1,3,2
546,1482b,1488a,0,1,1,1,3,2,2,1,0,2,1,1,1,0,2,3,0,0,2
547,0353a,1196b,0,2,1,1,3,1,2,0,2,2,0,2,1,0,2,2,1,2,1
548,1447a,1447b,1,2,1,1,3,2,1,1,0,2,1,4,1,0,2,2,2,1,1
549,0349a,0349b,1,3,1,1,1,2,1,0,1,2,0,1,1,3,2,2,3,1,2
550,0496c,1273a,0,3,4,1,3,2,2,0,1,2,1,2,1,0,0,2,1,0,2
551,0441b,0469a,0,2,2,1,0,0,2,3,2,2,2,3,1,1,2,2,3,4,2
552,0969a,0885c,0,2,2,1,1,2,2,1,2,1,2,1,1,0,1,3,0,0,2
553,1294a,1294b,1,1,0,1,0,2,1,0,0,1,1,1,1,0,2,0,0,3,2
554,0314b,0314c,1,0,0,1,0,2,2,0,2,2,1,1,1,3,2,0,0,0,2
555,1552a,1552c,1,3,0,1,1,2,2,1,1,2,3,1,1,1,2,1,1,3,2
556,1454b,1454a,1,2,1,1,3,2,2,1,0,2,2,4,1,3,2,2,1,1,2
557,0311a,0357a,0,1,2,1,1,2,1,3,3,2,3,4,1,1,2,3,2,3,2
558,1516a,1516b,1,2,0,1,0,2,2,1,1,2,2,1,1,1,2,1,0,1,2
559,1483a,1483c,1,2,1,1,3,2,3,0,3,2,1,1,1,1,0,1,0,1,1
560,0556a,0556c,1,2,1,1,1,0,2,0,4,1,0,1,0,1,0,3,1,0,1
561,1358a,1358c,1,2,1,1,1,1,2,0,4,2,3,4,1,1,2,3,1,1,2
562,1129c,1360a,0,1,2,1,3,2,2,0,2,2,3,1,0,2,2,2,0,2,2
563,1236b,0553b,0,3,4,1,0,2,2,1,0,2,2,1,1,0,0,2,1,1,1
564,0324b,0350a,0,0,1,1,3,0,2,1,1,1,3,2,1,0,1,2,1,3,2
565,1475b,0340a,0,3,1,0,3,2,2,0,3,2,3,0,1,0,2,3,1,2,2
566,0531a,0531c,1,2,2,1,1,2,2,0,3,2,1,4,1,1,2,2,0,3,2
567,1386a,1255a,0,1,1,1,0,2,2,0,3,2,1,1,1,0,2,2,1,0,1
568,1325a,1325b,1,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1
569,1491a,1491b,1,3,1,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,1
570,0556a,1394b,0,2,1,1,1,0,2,0,4,1,3,1,0,1,2,1,1,3,2
571,1143c,0911b,0,1,1,1,0,1,2,3,1,2,1,3,1,1,2,2,2,1,1
572,0375a,1194b,0,3,0,1,3,2,2,0,4,2,2,4,0,1,2,2,0,1,2
573,0474b,0474c,1,2,1,1,3,2,3,3,3,2,3,4,1,0,2,2,3,1,2
574,0579a,0579c,1,1,0,1,3,2,2,0,1,2,2,1,1,0,2,2,1,0,1
575,1360a,1360c,1,3,1,0,2,2,2,0,2,2,0,1,1,2,1,2,1,1,1
